sub_id,Duration (in seconds),RecordedDate,LocationLatitude,LocationLongitude,consent,citizen,us_location,prolificID_typed,selfBFI_1,selfBFI_2,selfBFI_3,selfBFI_4,selfBFI_5,selfBFI_6,selfBFI_7,selfBFI_8,selfBFI_9,selfBFI_10,selfBFI_11,selfBFI_12,selfBFI_13,selfBFI_14,selfBFI_15,selfBFI_16,selfBFI_17,selfBFI_18,selfBFI_19,selfED_1,selfED_2,selfED_3,selfED_4,selfED_5,qcheck_bfi_notsupport,qcheck2_bfi_notsupport,SterBFIAnti_1,SterBFIAnti_2,SterBFIAnti_3,SterBFIAnti_4,SterBFIAnti_5,SterBFIAnti_6,SterBFIAnti_7,SterBFIAnti_8,SterBFIAnti_9,SterBFIAnti_10,SterBFIAnti_11,SterBFIAnti_12,SterBFIAnti_13,SterBFIAnti_14,SterBFIAnti_15,SterBFIAnti_16,SterBFIAnti_17,SterBFIAnti_18,SterBFIAnti_19,SterEDAnti_1,SterEDAnti_2,SterEDAnti_3,SterEDAnti_4,SterEDAnti_5,qcheck_bfi_trump,qcheck2_bfi_trump,SterBFITrump_1,SterBFITrump_2,SterBFITrump_3,SterBFITrump_4,SterBFITrump_5,SterBFITrump_6,SterBFITrump_7,SterBFITrump_8,SterBFITrump_9,SterBFITrump_10,SterBFITrump_11,SterBFITrump_12,SterBFITrump_13,SterBFITrump_14,SterBFITrump_15,SterBFITrump_16,SterBFITrump_17,SterBFITrump_18,SterBFITrump_19,SterEDTrump_1,SterEDTrump_2,SterEDTrump_3,SterEDTrump_4,SterEDTrump_5,opin_pol,opin_pol_lastchance,opin_pol2,day_support_trump_targ,questionable_pt,qcheck_targ_trump,qcheck2_targ_trump,TargBFITrump_1,TargBFITrump_2,TargBFITrump_3,TargBFITrump_4,TargBFITrump_5,TargBFITrump_6,TargBFITrump_7,TargBFITrump_8,TargBFITrump_9,TargBFITrump_10,TargBFITrump_11,TargBFITrump_12,TargBFITrump_13,TargBFITrump_14,TargBFITrump_15,TargBFITrump_16,TargBFITrump_17,TargBFITrump_18,TargBFITrump_19,TargEDTrump_1,TargEDTrump_2,TargEDTrump_3,TargEDTrump_4,TargEDTrump_5,day_nosupport_targ,qcheck_targ_nosupport,qcheck2_targ_nosupport,TargBFIAnti_1,TargBFIAnti_2,TargBFIAnti_3,TargBFIAnti_4,TargBFIAnti_5,TargBFIAnti_6,TargBFIAnti_7,TargBFIAnti_8,TargBFIAnti_9,TargBFIAnti_10,TargBFIAnti_11,TargBFIAnti_12,TargBFIAnti_13,TargBFIAnti_14,TargBFIAnti_15,TargBFIAnti_16,TargBFIAnti_17,TargBFIAnti_18,TargBFIAnti_19,TargEDAnti_1,TargEDAnti_2,TargEDAnti_3,TargEDAnti_4,TargEDAnti_5,cont_pol_trump,fund_pol_trump,lib_pol_trump_8,cons_pol_trump_8,threat_pol_trump,ident_pol_trump,cont_pol_antitrump,fund_pol_antitrump,lib_pol_antitrump_8,cons_pol_antitrump_8,threat_pol_antitrump,ident_pol_antitrump,poli_orient_1,poli_orient_2,poli_orient_3,house_most_members,congress_percent_1,congress_percent_2,age,gender,gender_3_TEXT,education,parent_education,race,race_8_TEXT,country_birth,country_birth_2_TEXT,country_raised,country_raised_2_TEXT,native_language,native_language_2_TEXT,IPAddress
30,2489,10/14/2020 18:10,35.26119995,-120.6549988,1,1,1,5f5804b77f353535eca1a318,2,5,1,3,5,3,2,1,1,2,5,5,5,5,5,4,4,2,5,4,4,1,4,5,2,,2,4,1,1,5,4,1,1,1,1,5,5,5,5,5,5,5,1,5,5,5,1,5,5,2,1,2,2,4,3,2,2,4,4,3,4,3,2,2,2,2,2,4,4,2,3,3,4,4,4,2,,,"Jen is an house wife and a mother of two children, she typical takes care of her children and husband in her day to day life.",1,1,,2,4,4,4,2,4,4,4,4,4,3,2,3,3,2,2,4,4,2,2,2,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,8,2,4,1,1,1,2,45,52,40,2,,7,1,6,,1,,1,,1,,66.169.232.14
31,375,10/21/2020 12:57,35.76330566,-78.70999908,1,1,1,5f0f490206d4750d7093468d,2,5,2,4,4,1,1,5,3,2,4,4,5,3,5,3,3,1,4,4,5,1,3,5,2,,3,4,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,2,3,4,4,3,3,4,1,,1,1,3,3,1,3,5,3,3,3,3,1,3,3,1,3,3,5,2,2,4,2,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She wakes up, feeds her pet, makes a cup of coffee and eats a sensible breakfast. Then she heads to work or works from home, diligently but engaging in friendly conversation with her coworkers.",2,,3,4,3,3,4,3,2,3,3,3,4,4,4,3,4,3,3,2,3,3,3,3,3,3,,,,,,,5,5,0,6,5,1,1,1,1,2,40,60,30,2,,5,24,6,,1,,1,,1,,174.99.12.251
32,396,10/21/2020 12:58,38.55589294,-121.7391052,1,1,1,5ea714d0ba872d0cc55cdd79,3,4,2,2,4,3,1,2,1,3,3,4,5,4,4,3,3,2,3,4,3,3,4,2,1,2,3,4,3,3,4,2,2,3,2,3,3,4,4,3,4,3,4,4,3,3,3,3,3,3,1,,4,3,4,3,3,3,5,4,2,4,3,4,2,3,3,3,4,4,4,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen is just like a normal citizen who goes to work from her 9-5 and is typically the average american.,2,,4,4,2,4,3,3,2,2,1,3,4,5,4,4,3,4,3,2,4,3,3,4,3,2,,,,,,,4,4,0,9,4,1,2,2,2,3,62,64,20,2,,5,22,2,,1,,1,,1,,168.150.123.201
33,451,10/21/2020 12:58,38.664505,-121.4869995,1,1,1,5d0011354dbc81001aaa717b,2,4,2,1,3,3,2,1,1,1,4,3,4,4,4,4,1,1,3,4,5,3,2,3,2,,1,3,2,4,4,3,3,2,5,1,4,2,2,2,5,1,3,3,1,4,3,4,4,4,1,,1,1,3,3,2,4,4,2,3,1,3,1,1,1,2,1,4,4,2,2,3,2,4,2,2,,,Jen goes to work everyday because she has no one else to rely on. She gets up and goes for a morning jog than gets ready for work. She proceeds with her day at work and than comes home to have dinner. ,1,1,,3,3,1,2,3,2,3,2,2,2,4,2,3,1,2,3,1,1,3,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,5,2,1,3,3,3,2,13,100,29,1,,3,22,6,,1,,1,,1,,67.172.186.218
34,474,10/21/2020 12:59,41.6867981,-81.33989716,1,1,1,590208c89571f50001c666e3,5,5,4,5,5,1,1,4,5,1,1,1,5,1,2,5,1,1,5,5,4,5,5,2,2,,3,5,2,3,5,4,2,2,3,1,4,4,4,4,4,4,2,1,4,5,4,2,4,3,1,,1,1,4,2,1,4,5,2,2,5,4,1,4,5,2,2,4,5,4,1,2,1,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She wakes up in the morning, makes coffee, then goes to work. She probably works in an office, such as in management, or in a hospital. She must do something that relates to other people, like as a nurse or HR staff. She handles her duties, then goes home and has a homecooked meal most nights, going out with friends on others. She works hard and then relaxes at home.",2,,4,5,2,3,4,4,2,2,3,2,4,4,5,4,4,4,2,1,4,4,4,2,5,4,,,,,,,5,5,0,10,5,4,1,1,1,2,45,55,33,1,,5,23,6,,1,,1,,1,,104.231.97.46
35,492,10/21/2020 12:59,34.2664032,-77.86139679,1,1,1,558a9729fdf99b6567d005ab,3,4,1,2,3,3,1,1,1,2,3,4,4,4,3,5,2,1,4,5,4,3,4,5,2,,2,3,3,3,4,3,3,3,3,3,3,2,3,2,3,3,4,3,2,4,4,2,3,3,1,,2,3,2,3,4,4,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wake up early, showers and gets ready for work. She eats breakfast and heads to work. She works hard, comes home and takes a shower. She makes dinner, relaxes for a bit and heads to bed.",2,,3,4,2,3,3,3,2,2,2,2,3,3,3,4,3,3,3,2,3,4,4,3,3,4,5,4,1,8,2,2,,,,,,,4,4,4,3,55,55,37,2,,5,22,6,,1,,1,,1,,173.93.80.36
36,498,10/21/2020 12:59,41.9703064,-87.66400146,1,1,1,5dd46ece4524e745b4c46701,3,3,4,4,5,4,4,3,4,2,3,1,4,3,4,2,3,3,3,4,1,3,4,4,2,,2,4,3,4,5,3,2,3,3,1,3,4,4,3,4,3,3,2,3,3,3,3,4,3,1,,2,1,3,2,1,3,5,3,3,5,4,1,3,1,1,2,4,5,1,3,5,1,3,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"I assume she wakes up, maybe feeds her kids and sends them off to school then goes to work. Comes home, helps with dinner and homework with her husband and sends the kids off to bed then reads or watches tv then goes to bed.",2,,3,4,3,4,4,3,2,2,3,2,4,4,4,3,3,3,2,2,4,3,4,4,4,3,,,,,,,5,5,0,9,5,5,2,1,2,2,40,60,29,1,,5,1,6,,1,,1,,1,,96.74.197.41
37,585,10/21/2020 13:01,47.90049744,-122.2472,1,1,1,5e9a2f95fe11450cc4a6b2be,4,4,2,2,2,2,2,3,2,3,3,5,4,5,2,4,2,2,3,2,4,1,2,5,2,,3,4,3,3,3,3,2,3,3,2,3,4,3,3,3,4,3,3,3,4,4,2,4,4,1,,1,2,4,3,2,4,4,2,4,4,3,1,2,2,3,2,3,4,2,2,4,2,4,2,2,,,"Jen wakes up every morning, makes a cup of coffee and spends an hour or so scrolling social media and Fox News. She goes to work and comes home and scrolls and watches Fox News. She occasionally will comment but for the most part just shakes her head at the latest liberal going ons.",1,1,,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,4,4,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,7,10,2,1,2,1,2,2,40,40,32,2,,5,21,6,,1,,1,,1,,73.109.14.115
38,631,10/21/2020 13:01,33.18930054,-97.12609863,1,1,1,5ed000b32b32890b00a1b61c,5,4,3,4,2,3,1,4,3,1,2,4,5,4,4,5,1,1,4,3,4,4,1,4,2,,1,4,1,4,4,3,3,1,4,5,5,4,4,3,5,3,1,1,1,3,4,3,3,4,1,,1,1,1,4,1,3,5,2,2,2,5,3,3,1,1,3,3,4,3,3,4,1,5,1,2,,,"Jen wakes up and gets ready for her day. She eats breakfast and drives to work. While at work she eats lunch, attends meetings, and completes several tasks. Finally she returns home to her family and eats dinner before repeating everything again.",1,1,,1,1,2,2,2,3,4,3,2,5,4,2,4,3,1,3,2,3,4,3,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,6,5,5,1,1,1,2,39,60,24,2,,6,1,6,,1,,1,,1,,47.184.127.14
39,614,10/21/2020 13:01,28.30560303,-81.41970062,1,1,1,5efbe4f0c9f37c1a3b70afaf,5,5,4,5,5,3,1,4,3,1,4,4,5,3,4,4,3,1,2,4,3,1,3,3,2,,2,5,3,4,4,5,3,3,4,2,5,3,4,3,5,2,4,3,3,4,4,2,3,3,1,,1,2,4,3,2,5,4,4,3,4,4,1,2,1,3,3,5,4,3,2,4,2,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She likes to spend her mornings doing her work, and her afternoons are spent volunteering at local shelters and around the community. ",2,,3,5,5,3,4,5,2,4,3,2,5,5,5,3,5,4,2,1,4,4,4,2,2,4,,,,,,,4,4,2,8,4,4,2,2,2,3,64,81,20,1,,3,21,4,,1,,1,,1,,72.189.53.6
40,830,10/21/2020 13:02,42.36540222,-72.46710205,1,1,1,5df79c9c53b56e52d7bf97a8,3,4,1,4,4,2,4,4,4,2,3,4,4,2,4,1,3,3,2,5,4,3,2,4,1,2,1,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,1,3,3,1,,3,3,5,3,3,1,5,3,3,3,3,1,3,1,1,4,3,5,1,1,3,5,3,3,2,,,"Jen probably wakes up in the morning and doesn't have any worries besides her abusive husband. She probably gets beaten and hasn't had free thoughts in her entire life. She seems like the type of person to call the cops on people of color living their lives. I assume she supports the police and doesn't believe in BLM. She doesn't have to worry about her own oppression. She doesn't need to worry about her next meal, paycheck, etc...",1,1,,3,3,3,3,3,2,4,3,3,3,3,1,1,1,3,3,3,3,3,1,1,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,10,3,5,2,1,2,2,40,60,25,2,,5,22,6,,1,,1,,1,,71.234.179.74
41,667,10/21/2020 13:02,36.04989624,-83.92279816,1,1,1,5f68edc8ac55220981904e80,4,4,1,5,4,3,2,2,4,1,3,2,5,5,5,2,1,2,4,4,4,1,2,3,1,2,3,3,2,4,4,4,3,3,4,3,3,2,4,4,4,3,3,2,2,3,3,3,3,3,1,,1,1,3,1,2,4,5,3,3,4,3,3,2,3,3,2,3,5,3,3,3,1,3,3,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have no idea. Was there some part of the survey that wasn't included that involved any information about her? All I have seen is a picture of her face, so I have no idea what a typical day in her life consists of - literally zero idea.",2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,4,5,0,7,5,5,1,1,1,2,40,53,29,2,,5,2,6,,1,,1,,1,,69.1.47.228
42,662,10/21/2020 13:02,30.2151947,-92.37870026,1,1,1,5f480b6311a040293ace095a,4,5,5,5,5,1,1,5,5,3,3,5,4,2,2,4,4,4,4,4,5,5,5,4,2,,4,5,3,5,5,2,2,3,5,2,4,3,4,4,4,2,4,2,4,4,4,3,3,4,1,,1,1,4,1,1,5,5,2,1,5,5,1,4,1,1,1,5,5,2,4,4,3,2,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"I would say that Jen works in an office environment. She gets up early, gets her two kids ready and off to school, and then goes to work and drinks a coffee. She does administrative tasks. Then after work, she meets the kids at home and makes dinner. Her husband gets home later than her. They watch TV or use their phones for the rest of the night. She puts her kids to bed. She goes to bed before her husband",2,,4,4,2,4,4,1,4,1,4,3,4,4,5,5,2,4,1,2,5,4,4,2,2,4,,,,,,,5,5,0,6,5,3,1,1,2,6,60,60,24,2,,5,1,7,,1,,1,,1,,184.187.133.225
43,696,10/21/2020 13:02,41.57739258,-73.02449799,1,1,1,58e79ac632bebb0001b741ec,4,5,1,4,2,1,1,4,2,2,2,4,4,2,2,2,1,1,4,4,4,5,5,4,1,2,4,4,2,4,5,2,4,2,2,4,4,4,4,5,2,2,4,2,4,4,4,2,3,4,1,,4,4,4,2,4,5,4,4,4,2,2,2,4,2,4,2,2,5,4,4,2,5,1,4,1,,,SHE LOOKS LIKE A WORKING MOM WITH TWO KIDS AND A HUSBAND WHO IS A PROFESSIONAL.SHE GETS UP GETS HER KIDS TO SCHOOL. SHE MAYBE A NURSE OR A TEACHER.,1,1,,2,5,1,2,4,2,1,1,1,4,4,4,4,4,4,4,1,5,5,2,4,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,5,1,4,,,,,,,3,3,3,6,61,42,45,2,,4,23,6,,1,,1,,1,,76.23.189.31
44,692,10/21/2020 13:03,38.02960205,-121.3460007,1,1,1,5afdde7e59ae1e00017e6737,4,4,4,3,2,4,4,3,3,2,3,3,5,3,4,1,3,1,3,2,3,1,5,2,2,,2,4,2,3,4,1,2,3,4,5,3,2,3,1,2,4,2,4,3,2,4,4,3,3,1,,4,3,3,4,2,4,5,3,2,2,3,3,3,3,3,2,4,4,2,4,3,2,3,3,1,,,"She would wake up, go to work, browse social media during her free time, maybe read trump FB posts or tweets, come back home from work and chill. Repeat",1,1,,3,3,4,3,3,4,3,2,2,2,2,3,4,4,4,3,2,3,2,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,7,4,4,,,,,,,4,4,4,6,71,32,27,1,,6,23,6,,1,,1,,1,,12.199.129.92
45,702,10/21/2020 13:03,38.61700439,-90.25659943,1,1,1,5f52e45ad408d55fa156aa21,3,3,3,3,3,4,3,3,2,3,4,4,4,3,3,2,2,2,4,4,5,4,4,3,2,,4,5,2,3,4,3,1,2,2,2,4,5,4,4,4,4,1,1,5,4,4,2,4,4,1,,2,4,2,2,2,5,3,2,1,4,4,4,5,5,4,3,2,1,4,2,4,1,5,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up every day and goes to school where she teaches kindergarten. She tries to educate the bright minds of tomorrow and takes pride in helping kids learn the basics as well as teaching right from wrong. Jen is a mother of 2 children and when she's done with her work day helps her children with their homework. Afterwards she cooks dinner for her family and occasionally has to take one of her children to practice or a rehearsal. When she is not doing that, she is spending time with her husband.  ",2,,2,5,2,4,4,3,2,2,2,2,5,5,5,4,4,5,2,1,4,2,4,1,4,4,,,,,,,3,4,0,10,4,4,2,2,4,2,45,55,27,1,,6,22,6,,1,,1,,1,,107.204.80.219
46,722,10/21/2020 13:03,28.88510132,-81.30930328,1,1,1,5a947fb0f05361000171b5a3,5,4,4,4,4,3,3,5,5,1,1,2,4,2,3,2,4,3,2,4,4,2,1,2,2,,2,4,4,3,4,2,4,4,4,1,4,2,3,2,3,2,3,3,3,2,4,4,2,4,1,,1,1,3,3,2,3,4,3,2,3,4,2,2,1,2,3,3,4,2,4,4,1,5,,2,,,"I'd imagine she wakes up, gets her kids ready for school and either goes to work or stays home as a homemaker, prepares lunch/dinner for her family, spends time with them, then gets ready for bed to repeat it the next day. Exceptionally ordinary.",1,1,,2,3,2,3,3,1,4,3,2,3,4,3,3,3,2,4,3,3,4,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,8,4,2,3,2,4,6,70,30,20,1,,2,21,6,,1,,1,,1,,99.112.237.175
47,797,10/21/2020 13:04,37.0460968,-100.9309006,1,1,1,55d0d4b334e9060005e57470,4,5,5,5,5,2,2,5,4,1,4,4,4,1,4,4,2,1,4,4,1,3,5,2,2,,3,5,2,4,5,4,2,2,2,2,5,4,3,4,5,4,2,2,4,4,3,4,4,2,1,,1,1,4,4,2,4,5,4,4,4,5,1,3,1,2,4,4,4,2,4,4,2,4,2,2,,,"Most of Jen's day revolves around her kids, who are all in grade school. She gets them up each morning and ready to be dropped off at school. During the day, she works on cleaning the house, getting groceries, and running errands. She'd very involved in her kid's school - serving on the PTA and frequently volunteering in classrooms. Her evenings and weekends are typically spent at whatever sport/activity her kids are in at the time. ",1,1,,2,4,1,5,2,5,2,1,4,4,4,4,5,2,2,4,2,2,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,7,3,1,1,1,1,2,46,60,34,2,,5,1,6,,1,,1,,1,,107.143.249.64
48,824,10/21/2020 13:05,32.85450745,-96.59909821,1,1,1,5f1e363c0add987ddec0faa8,1,4,2,1,5,4,4,5,2,1,3,3,5,4,5,1,2,1,3,2,5,1,4,4,2,,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,4,4,3,4,1,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,2,3,4,2,3,4,2,,,"Jen wakes up early, as she is a teacher at a middle school. She works from 7:30-4 and then to relax after work, she reads a book and plays with her dogs. She spends some time watching the news and doing some political research. She cooks dinner for herself and prepares coursework for the next day before bed.",1,1,,3,4,1,2,4,4,3,2,2,3,4,4,4,4,4,4,2,1,4,5,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,7,1,1,3,2,4,3,85,85,21,2,,3,22,3,,1,,1,,1,,47.186.132.245
49,748,10/21/2020 13:05,33.91329956,-80.35870361,1,1,1,5dc1eb838a84461511b3cd73,4,2,4,5,4,1,1,4,5,1,5,4,2,2,2,3,4,1,4,1,5,2,1,3,2,,1,1,2,4,3,2,5,3,3,2,5,1,2,2,3,2,4,4,1,3,4,3,3,3,1,,4,4,2,4,3,4,2,1,3,1,5,4,4,2,4,3,4,1,4,4,4,2,3,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,I assume she has a family that she loves and spend the days as anyone would. She eats breakfast and then goes to work and does her job. When she comes home she probably watches the news and fusses about things she doesn't like. Eventually she goes to bed to do it all over again the next day.,2,,3,3,2,5,4,2,3,2,2,4,5,2,4,3,3,2,2,2,3,3,4,4,4,2,4,5,0,9,4,4,,,,,,,5,5,5,2,47,54,29,2,,3,22,6,,1,,1,,1,,69.80.86.184
50,836,10/21/2020 13:05,40.60020447,-74.14689636,1,1,1,5f79110ebf94dd50a26b42e8,5,4,4,4,3,4,3,4,5,4,5,4,4,5,5,4,4,5,3,3,4,4,4,4,1,2,4,4,5,5,4,4,5,5,5,3,4,4,5,3,4,4,4,4,3,3,4,3,3,4,1,,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen's Homeschooling Day In The Working Mom Life,1,2,4,3,2,5,4,3,3,3,5,3,2,3,4,4,3,4,4,4,3,2,3,3,2,3,2,4,6,7,4,4,,,,,,,2,1,2,6,72,61,40,1,,7,26,6,,1,,1,,1,,68.174.244.86
51,877,10/21/2020 13:05,41.10339355,-104.905899,1,1,1,5ea492e3b1b3620a6fee3b90,4,5,5,5,5,2,1,5,5,1,1,4,2,1,4,3,2,1,2,4,5,3,4,4,2,,3,4,3,4,4,3,2,3,4,1,3,3,4,2,3,3,2,1,3,4,4,3,3,4,1,,3,1,3,2,1,3,4,3,3,4,3,2,3,2,2,3,4,4,3,4,4,2,3,4,2,,,"She's working class - she wakes up early and spends her days working hard. She is surrounded by conservative culture and is highly religious. She drinks coffee but abstains from other substances. She comes home to her husband, they are trying to have a child. She lives in the suburbs. Her husband and her want a typical, stable, family life. She does chores, cooks dinner and gardens. ",1,1,,4,4,2,4,3,1,2,2,2,3,4,4,4,4,2,4,1,1,5,2,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,9,5,5,1,1,1,2,48,52,28,2,,3,24,6,,1,,1,,1,,47.28.234.127
52,916,10/21/2020 13:06,40.80000305,-73.9763031,1,1,1,5f74809eda765e0282ed1c70,4,4,4,3,4,3,3,4,3,3,4,4,3,4,3,3,4,3,4,4,5,4,2,3,2,,3,5,4,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,2,4,4,3,4,2,2,4,4,4,3,3,3,3,4,3,4,4,3,3,3,4,4,3,5,4,2,2,4,3,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"My alarm goes off and – after some snoozing – my morning routine begins; first a shower, then a small granola breakfast with “Kopi O” (Singlish for coffee without milk) while reading the news and checking my mailbox. Depending on my schedule, I work from home or go to the office. I’m most productive when my week is mixed with home and office days. Only working from home honestly drives me crazy. Being a naturally curious person, I get bored quickly, being in the same situation for an extended period.",1,1,3,3,3,3,4,3,4,4,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,,,,,,,3,4,7,8,4,4,4,3,3,6,83,98,40,1,,8,,4,,1,,1,,1,,74.71.14.122
53,980,10/21/2020 13:07,39.0480957,-77.47280121,1,1,1,5f59de19187463000b347a82,3,4,3,2,3,4,2,4,2,4,5,3,4,3,5,3,4,3,3,5,4,5,5,4,1,2,2,4,3,2,4,4,2,3,4,3,4,3,3,3,4,2,3,3,4,3,2,2,2,2,1,,2,2,3,2,4,3,4,3,4,4,3,3,4,4,4,4,4,3,2,5,5,4,4,5,1,,,"Let  me  warn you, it  is a  normal workday,  nothing fancy or very entertaining. But I thought it could still be  fun  to  share it nonetheless.  Hope you find it interesting!",1,1,,3,4,3,2,5,4,4,4,3,4,4,3,3,2,4,2,3,4,4,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,7,10,4,4,,,,,,,5,4,5,2,32,31,35,1,,7,1,6,,1,,1,,1,,38.127.135.134
54,962,10/21/2020 13:07,40.12620544,-75.52680206,1,1,1,5f262a5da3ee73344f66d050,4,5,1,3,5,3,2,4,4,1,2,5,5,3,3,4,4,1,2,4,4,2,4,4,2,,3,4,3,5,4,3,3,3,4,2,3,4,4,3,3,4,4,3,3,4,4,3,3,4,1,,2,2,3,5,3,2,4,3,3,4,3,1,2,2,3,3,4,3,2,4,4,2,3,3,2,,,"Jen wakes up, gets ready for work and helps her kids get ready for school. She drives to work from the suburbs to an office a few towns away. She comes home to have dinner with her family and work on some projects at home before bed.",1,2,1,3,3,3,4,2,2,4,2,2,3,4,2,3,3,3,2,2,3,4,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,3,4,3,2,1,3,2,43,53,36,2,,7,1,6,,1,,1,,1,,71.224.186.49
55,990,10/21/2020 13:07,25.72770691,-80.37159729,1,1,1,5ecd4acdb218ec085c6eefe6,2,3,4,3,3,4,2,2,3,1,2,4,2,2,3,4,2,4,3,5,4,1,5,4,2,,5,3,3,5,4,3,4,4,4,3,4,4,3,4,4,5,5,2,5,4,2,5,4,2,3,1,3,2,4,5,3,3,4,2,3,4,4,2,2,1,3,4,3,2,2,2,3,4,3,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,She takes her kids to school goes home does yoga and cleaned and cooks dinner for her husband and kids,1,2,5,4,3,3,4,4,4,3,2,3,2,3,5,2,3,3,4,2,2,3,3,2,4,1,,,,,,,2,1,5,3,3,1,3,1,2,6,61,40,32,1,,5,24,6,,1,,1,,1,,76.217.93.231
56,1027,10/21/2020 13:08,41.84829712,-87.65170288,1,1,1,5f5256395d41a44db7a74fcd,4,4,2,1,4,4,1,1,2,4,4,4,4,4,4,1,4,3,4,4,4,3,2,4,2,,3,4,2,2,3,3,2,2,3,4,4,4,4,3,4,4,3,3,4,4,4,2,3,4,1,,4,4,2,2,3,4,2,2,2,4,4,4,4,3,4,2,4,4,4,4,4,3,3,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,That would be a average like other i guess.,2,,2,4,2,2,4,3,1,2,2,4,4,4,4,3,4,2,4,3,4,4,4,2,2,4,3,3,8,8,1,4,,,,,,,3,3,3,2,60,61,43,1,,7,26,6,,1,,1,,1,,38.141.62.146
57,1068,10/21/2020 13:08,32.73190308,-96.90570068,1,1,1,5955a3eb98c9c400019f5c5f,5,1,5,5,2,1,2,5,5,2,1,1,5,1,5,3,2,1,4,2,5,5,4,4,2,,2,4,2,3,4,3,3,2,3,3,4,4,3,4,4,3,2,3,3,4,4,3,4,4,1,,2,2,3,2,2,4,4,2,2,4,4,2,2,1,1,1,4,5,1,2,2,2,2,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,I think Jen works in an office for a small company. She is in charge of others.,2,,1,4,3,2,4,4,4,1,1,3,5,4,4,4,2,3,2,2,4,4,4,1,2,5,,,,,,,4,4,0,7,4,3,1,2,1,2,51,52,22,2,,3,24,3,,1,,1,,1,,172.58.107.92
58,1033,10/21/2020 13:09,41.4519043,-81.92099762,1,1,1,5f3f1c283b11702080d443bb,4,5,1,5,5,3,1,2,2,3,4,2,5,4,4,4,2,1,5,4,5,1,5,3,2,,2,4,2,3,3,4,2,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,1,,1,1,4,4,3,3,5,3,3,3,3,2,2,2,3,2,4,4,2,4,4,3,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,A typical life in the day of Jen consists of waking up around 6:00 am and getting ready for work. Then spending 8-9 hours doing office work on the computer. She lives with a female roommate and they take turns preparing dinner on the weeknights.,2,,4,4,3,3,4,3,1,2,2,3,4,4,4,4,3,4,1,1,4,4,4,3,3,3,,,,,,,5,5,1,7,3,4,2,1,2,3,50,50,37,2,,7,22,6,,1,,1,,1,,50.4.159.254
